SKU,Quantity In Stock,Clearance,Wholesale Price,Retail Price,MAP Minimum Advertised Price,Maximum Order Quantity,UPC,MPN,GTIN,Amazon,Walmart,Ebay,Pet Category,Sub Category,Product Title,Size,Variant Name,Description,Brand,Condition,Product Count,Length,Width,Height,Weight,Picture URLs,Image Count,Color,Shopify Handle,Product URL
FF97103,0,Clearance,0.05,0.99,0,,045663971038,100517065,45663971038,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Paw and Nail Care, Magic Coat",Magic Coat Safety Nail Clippers for Dogs,1 count,1 count Magic Coat Safety Nail Clippers for Dogs,"<p>Magic Coat Safety Nail Clippers feature ergonomic handles for a comfortable, secure grip, with a safety bar to prevent over-trimming. Heavy duty stainless steel trimmer blades cut cleanly and painlessly, and a locking mechanism keeps the clipper safely closed when not in use.</p><ul><li>Spring-loaded stainless steel blades cut cleanly and safely</li><li>Ergonomic handles provide comfortable, non-slip grip</li><li>Safety lock keeps clippers secure when not in use</li></ul><p>Safety Nail Clippers are ideal for all coat types.</p>",Magic Coat,NEW,1,9.44,4,0.3,0.2,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/ff97103__1.jpg,1,,magic-coat-safety-nail-clippers-for-dogs,https://www.petwholesaleusa.com/products/magic-coat-safety-nail-clippers-for-dogs
FF97546,0,Clearance,5.07,12.99,0,,045663975463,100540049,45663975463,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Cat Supplements, Four Paws",Four Paws Healthy Promise Multi-Vitamin Supplement for Cats,120 count,120 count Four Paws Healthy Promise Multi-Vitamin Supplement for Cats,"<p>Four Paws has been helping pet parents and four-legged family members flourish together for 50 years. Driven by the passion to keep our furry best friends thriving happily, Healthy Promise supplements and healing & care products help provide our pets a healthy, active, and fulfilling life. Multi-Vitamins are soft chews for cats providing the ultimate source of vitamins and minerals to support a healthy, active lifestyle. Your pet needs wholesome nutrients to feel their very best day in and day out. Thats why these chicken flavored cat vitamins feature a variety of key ingredients known to support overall health including Magnesium, Iron, Zinc, and Vitamin C. Healthy Promise supplements proudly carry the National Animal Supplement Council (NASC) Seal, which is earned for complying with stringent quality control standards and much more. Add Healthy Promise USA-made pet supplements to your furry friends daily routine!.</p><ul><li>SUPPORTS OVERALL HEALTH - Each cat vitamin supplement helps maintain a healthy body</li><li>CRAFTED TO THE HIGHEST-QUALITY STANDARDS - Healthy Promise supplements for cats are manufactured according to National Animal Supplement Council (NASC) standards</li><li>USA-MADE CAT SUPPLEMENTS - These soft chews are proudly made in the USA with globally sourced ingredients</li><li>ALL-IN-ONE SOURCE OF VITAMINS AND MINERALS - Multivitamins for cats are formulated with Magnesium, Iron, Zinc, and Vitamin C</li><li>CHICKEN FLAVOR - Soft chews feature the savory taste dogs love</li></ul>",Four Paws,NEW,1,2.75,2.75,3,0.7,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/ff97546__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/ff97546__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/ff97546__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/ff97546__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/ff97546__5.jpg,ITEMIMAGEURL6=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/ff97546__6.jpg,ITEMIMAGEURL7=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/ff97546__7.jpg",7,,four-paws-healthy-promise-multi-vitamin-supplement-for-cats,https://www.petwholesaleusa.com/products/four-paws-healthy-promise-multi-vitamin-supplement-for-cats
FK22503,0,,1.25,5.19,5.19,,091197225031,22503,91197225031,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Incandescent Bulbs, Flukers",Flukers Neodymium Incandescent Full Spectrum Daylight Bulbs for Reptiles,100 watt,100 watt Flukers Neodymium Incandescent Full Spectrum Daylight Bulbs for Reptiles,"<p>Flukers incandescent light bulbs provide the radiant heat (infrared light) that reptiles need. Reptiles are ectothermic and depend on their environmental temperature to regulate their core body temperature. If a reptile is not provided an appropriate environmental temperature range (ETR), it may be predisposed to chronic infections. Because ETRs vary from species to species, ask your pet professional or review available literature for guidance in determining the appropriate ETR for your pet.</p><ul><li>Provides heat and light</li><li>Helps reptiles regulate their core body temperature</li><li>Prevents chronic infections asscosiated with inappropriate environmental temperature</li><li>Mimics natural sunlight</li><li>Works great in clamp lamps</li></ul><p>Directions: Gently fasten the Flukers incandescent bulb into a Repta-Clamp Lamp with Switch or any UL approved incandescent fixture. Do not plug light fixture into an electrical socket until bulb is fastened firmly to fixture. Place light fixture outside of reptiles enclosure. NEVER place the light fixture inside the enclosure. Reptiles can develop life-threatening thermal burns from contact with an exposed light bulb. Multiple incandescent lights may be required to establish an appropriate ETR.</p>",Flukers,NEW,1,2.4,2.4,4.4,0.1,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22503__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22503__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22503__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22503__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22503__5.jpg",5,,flukers-neodymium-incandescent-full-spectrum-daylight-bulbs-for-reptiles,https://www.petwholesaleusa.com/products/flukers-neodymium-incandescent-full-spectrum-daylight-bulbs-for-reptiles
FK22806,0,Clearance,0.05,8.99,8.99,,091197228063,22806,91197228063,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Bird Heaters, Reptile Incandescent Bulbs, Reptile Infrared and Heat Bulbs, Reptile Night Bulbs, Flukers",Flukers Nighttime Red Basking Light Professional Series,75 watt,75 watt Flukers Nighttime Red Basking Light Professional Series,"<p>Flukers Night-Time Red Basking Light is a professional grade infrared heat lamp for heating reptile terrariums and allowing nocturnal viewing. These incandescent bulbs provide radiant heat to establish an appropriate environmental temperature range for reptile habitats.</p><ul><li>Infrared heat lamp for heating terrariums and nocturnal viewing</li><li>Radiant heat helps establish healthy environmental temperature range</li><li>Supports essential biological functions for a healthier pet</li></ul><p>Because reptiles are ectothermic (cold-blooded), they depend on environmental temperature to regulate their core body heat. Providing your reptile with an appropriate environmental temperature range (ETR) is essential for its daily activities and to prevent potential chronic infections. To establish an appropriate ETR, multiple incandescent lights may be needed. Consult a pet professional for your pets ideal ETR. Be sure to provide your reptile with a corresponding source of nighttime heat, such as Flukers Daytime Blue Bulb.</p><p>Directions: Gently fasten the bulb into a Flukers Clamp Lamp, Hood, or any UL-approved incandescent fixture. Do not plug light fixture into an electrical socket until bulb is fastened firmly to fixture. Place light fixture OUTSIDE of the reptiles enclosure, as reptiles can develop life-threatening thermal burns from contact with an exposed light bulb.</p>",Flukers,NEW,1,3.5,3.5,5,0.2,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22806__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22806__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22806__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22806__4.jpg",4,,flukers-nighttime-red-basking-light-professional-series,https://www.petwholesaleusa.com/products/flukers-nighttime-red-basking-light-professional-series
FK22807,0,Clearance,0.25,9.29,9.29,,091197228070,22807,91197228070,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Bird Heaters, Reptile Incandescent Bulbs, Reptile Infrared and Heat Bulbs, Reptile Night Bulbs, Flukers",Flukers Nighttime Red Basking Light Professional Series,100 watt,100 watt Flukers Nighttime Red Basking Light Professional Series,"<p>Flukers Night-Time Red Basking Light is a professional grade infrared heat lamp for heating reptile terrariums and allowing nocturnal viewing. These incandescent bulbs provide radiant heat to establish an appropriate environmental temperature range for reptile habitats.</p><ul><li>Infrared heat lamp for heating terrariums and nocturnal viewing</li><li>Radiant heat helps establish healthy environmental temperature range</li><li>Supports essential biological functions for a healthier pet</li></ul><p>Because reptiles are ectothermic (cold-blooded), they depend on environmental temperature to regulate their core body heat. Providing your reptile with an appropriate environmental temperature range (ETR) is essential for its daily activities and to prevent potential chronic infections. To establish an appropriate ETR, multiple incandescent lights may be needed. Consult a pet professional for your pets ideal ETR. Be sure to provide your reptile with a corresponding source of nighttime heat, such as Flukers Daytime Blue Bulb.</p><p>Directions: Gently fasten the bulb into a Flukers Clamp Lamp, Hood, or any UL-approved incandescent fixture. Do not plug light fixture into an electrical socket until bulb is fastened firmly to fixture. Place light fixture OUTSIDE of the reptiles enclosure, as reptiles can develop life-threatening thermal burns from contact with an exposed light bulb.</p>",Flukers,NEW,1,3.5,3.5,5,0.2,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22807__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22807__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22807__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk22807__4.jpg",4,,flukers-nighttime-red-basking-light-professional-series,https://www.petwholesaleusa.com/products/flukers-nighttime-red-basking-light-professional-series
FK23007,0,,13.61,27.99,21.99,,091197230073,23007,91197230073,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Fluorescent Bulbs, Flukers",Flukers Sun Glow Desert Fluorescent 10.0 UVB Bulb,13 watt,13 watt Flukers Sun Glow Desert Fluorescent 10.0 UVB Bulb,"<p>Flukers new and improved Sun Glow Coil Bulb is engineered to provide optimal UVB while maintaining lower levels of safe UVA. The key to an effective and safe UVB bulb is to have optimal UVB radiation in the 290-310 nm range while reducing the UVA within safe levels. Flukers Sun Glow Coil Bulb was engineered and tested to ensure that it falls within those parameters.</p><ul><li>10.0 UVB is perfect for all desert and basking reptiles</li><li>13 watt bulb provides beneficial UVB up to 6"" - 11"" from the lamp to the basking site of the reptile</li><li>Ideal for bearded dragons, monitors, tegus, uromastyx, and other desert species</li><li>Can also serve as an important stimulant to live plants in vivariums and terrariums</li><li>Can be beneficial for nocturnal species such as leopard geckos and other reptiles / amphibians that are more active at night</li></ul><p>UVB - UVB radiation is important for captive reptiles and amphibians because it can help stimulate the production of vitamin D and help prevent or reverse metabolic bone disease. UVA - The proper amount of UVA is also essential to captive reptiles and amphibians. UVA wavelengths increase activity levels, reproduction levels and appetite. 10.0 UVB Desert Bulbs are ideal for bearded dragons, monitors, tegus, uromastyx, and other desert species.</p>",Flukers,NEW,1,2.5,6,2.75,0.2,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk23007__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk23007__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk23007__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk23007__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk23007__5.jpg",5,,flukers-sun-glow-desert-fluorescent-10-0-uvb-bulb,https://www.petwholesaleusa.com/products/flukers-sun-glow-desert-fluorescent-10-0-uvb-bulb
FK23008,0,Clearance,0.5,25.99,25.99,,091197230080,23008,91197230080,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Fluorescent Bulbs, Flukers",Flukers Sun Glow Desert Fluorescent 10.0 UVB Bulb,26 watt,26 watt Flukers Sun Glow Desert Fluorescent 10.0 UVB Bulb,"<p>Flukers new and improved Sun Glow Coil Bulb is engineered to provide optimal UVB while maintaining lower levels of safe UVA. The key to an effective and safe UVB bulb is to have optimal UVB radiation in the 290-310 nm range while reducing the UVA within safe levels. Flukers Sun Glow Coil Bulb was engineered and tested to ensure that it falls within those parameters.</p><ul><li>10.0 UVB is perfect for all desert and basking reptiles</li><li>13 watt bulb provides beneficial UVB up to 6"" - 11"" from the lamp to the basking site of the reptile</li><li>Ideal for bearded dragons, monitors, tegus, uromastyx, and other desert species</li><li>Can also serve as an important stimulant to live plants in vivariums and terrariums</li><li>Can be beneficial for nocturnal species such as leopard geckos and other reptiles / amphibians that are more active at night</li></ul><p>UVB - UVB radiation is important for captive reptiles and amphibians because it can help stimulate the production of vitamin D and help prevent or reverse metabolic bone disease. UVA - The proper amount of UVA is also essential to captive reptiles and amphibians. UVA wavelengths increase activity levels, reproduction levels and appetite. 10.0 UVB Desert Bulbs are ideal for bearded dragons, monitors, tegus, uromastyx, and other desert species.</p>",Flukers,NEW,1,7,3,3,0.3,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk23008__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk23008__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk23008__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk23008__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk23008__5.jpg",5,,flukers-sun-glow-desert-fluorescent-10-0-uvb-bulb,https://www.petwholesaleusa.com/products/flukers-sun-glow-desert-fluorescent-10-0-uvb-bulb
FK26012,0,Clearance,5.06,13.49,13.49,,091197260124,26012,91197260124,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Infrared and Heat Bulbs, New Reptile Supplies, Flukers",Flukers Deep Thermal Heat Lamp for Reptiles,100 watt,100 watt Flukers Deep Thermal Heat Lamp for Reptiles,"<p>Introducing Flukers Infrared Deep Thermal Heat Lamp Bulbs, the perfect solution to keep your reptile pets warm and healthy. As ectotherms, or cold-blooded animals, reptiles depend on the surrounding environmental temperature to regulate their own body temperatures. If the temperature is not appropriate, your pet may be susceptible to digestive problems or infections. Flukers Infrared Deep Thermal Heat Lamp Bulbs feature an advanced carbon fiber filament that emits both Infrared A and Infrared B, providing deep muscle tissue penetration that mimics natural suns heat. The infrared medium wave energy is easily absorbed by the reptile, which gently increases the temperature of their skin. The advanced Infrared Deep Thermal Heat Bulb offers 24/7 heat with minimal visible light and zero UV emission, so it wont disturb the sleep of reptiles or pets. The heating speed is fast and stable, and the heat is balanced and lasting, making it the perfect heat lamp for any style of terrarium. The parabolic reflector focuses heatwaves for optimal basking conditions, making it the perfect solution to maintain the humidity in your enclosure and prevent dehydration, as they do not evaporate water as quickly as standard heating lamps. These bulbs are manufactured with precision, resulting in higher quality and long-lasting durability. The carbon fiber filament ensures constant heat emission, while the heavy-duty construction guarantees higher durability and longevity. To ensure proper use, refer to the convenient temperature guide on the packaging. Keep your pets warm and healthy with Flukers Infrared Deep Thermal Heat Lamp Bulbs!.</p><ul><li>Offers 24/7 heat with minimal visible light</li><li>Parabolic reflector focuses heatwaves for optimal basking conditions</li><li>Long-lasting durability</li><li>Fast and stable heating speed</li><li>Zero UV emission makes it perfect for all types of terrariums</li></ul>",Flukers,NEW,1,4,4.25,6.75,0.457,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk26012__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk26012__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk26012__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk26012__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk26012__5.jpg",5,,flukers-deep-thermal-heat-lamp-for-reptiles,https://www.petwholesaleusa.com/products/flukers-deep-thermal-heat-lamp-for-reptiles
FK27002,0,Clearance,12.77,25.99,13.99,,091197270024,27002,91197270024,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Bird Lighting, Reptile Lamp Fixture, Flukers",Flukers Clamp Lamp with Switch,75 watt,75 watt Flukers Clamp Lamp with Switch,"<p>Flukers Clamp Lamp is an ideal fixture for basking reptiles, with a ceramic socket thats rated for incandescent bulbs and ceramic heat emitters. The spring-loaded swivel head may be positioned to radiate in any direction, and the secure clamp instantly attaches to the rim of any terrarium.</p><ul><li>Ceramic socket for incandescent bulbs and ceramic heat emitters</li><li>Attaches to the rim of any terrarium</li><li>Convenient on/off switch</li><li>Convenient on/off switch</li>6' Long Power Cord and 120 Volts</ul><p>This UL/CUL-approved lamp features a metal reflector for enhanced output, with a 6 foot power cord for your convenience. Directions: Set lamp at one end of the terrarium (lets pet retreat to the cooler side if desired). Provide structure allowing the pet to climb up toward the lamp. DO NOT put food or water under the lamp. Important: Be sure to read all information regarding safe lamp placement and operation before use.</p><p>Flukers Clamp Lamp Sizing Guide:<br>75 Watts - Clamp Lamp is 5.5"" Wide<br>150 Watts - Clamp Lamp is 8.5"" Wide<br>250 Watts - Clamp Lamp is 10"" Wide.</p>",Flukers,NEW,1,6.75,6.5,8.5,1,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk27002__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk27002__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk27002__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk27002__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk27002__5.jpg",5,,flukers-clamp-lamp-with-switch,https://www.petwholesaleusa.com/products/flukers-clamp-lamp-with-switch
FK29052,0,,17.86,35.99,24.99,,091197290527,29052,91197290527,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Under Tank Heaters, Flukers",Flukers Premium Heat Mat for Reptiles and Amphibians,Medium - 1 count,Medium - 1 count Flukers Premium Heat Mat for Reptiles and Amphibians,"<p>Flukers Ultra Deluxe Premium Heat Mat is an easy way to warm up your pets life. This durable under-tank heater provides uniform, evenly distributed warmth and may be used in or outside the terrarium.</p><ul><li>Provides uniform, evenly distributed heat</li><li>May be used inside or outside terrariums</li><li>Safe for all reptiles and amphibians</li></ul><p>The Premium Heat Mat is easy to use and built to last. It generates a constant 100&deg;F and is safe for all reptiles and amphibians. Choose the size that best fits your pets habitat.</p><p>Important: Read ALL instructions BEFORE using your Heat Mat.</p><p>Specifications:<br>Mini: 2 Watts - 4"" x 5"" - (Mini Tanks)<br>Small: 7 Watts - 6"" x 11"" - (10-20 Gallon Tanks)<br>Medium: 12 Watts - 11"" x 11"" - (20-30 Gallon Tanks)<br>Large: 20 Watts - 11"" x 17"" - (30-40 Gallon Tanks)<br>Jumbo: 35 Watts - 11"" x 29"" - (50+ Gallon Tanks).</p>",Flukers,NEW,1,14.5,11.6,1,0.65,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk29052__1.jpg,1,,flukers-premium-heat-mat-for-reptiles-and-amphibians,https://www.petwholesaleusa.com/products/flukers-premium-heat-mat-for-reptiles-and-amphibians
FK30006,0,,11.16,22.99,7.99,,091197300066,30006,91197300066,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Feeding Bowls, Flukers",Flukers Repta-Bowl Reptile Dish,Medium - 1 count,Medium - 1 count Flukers Repta-Bowl Reptile Dish,"<p>Flukers Repta-Bowls are made of tough, non-porous material and look just like real rock. The natural look suits all terrariums and encourages reptiles to feed. These bowls are ideal for food or water and are easy to clean and disinfect.Flukers Repta-Bowls are heavyweight for lasting durability and resistant to tipping. The interior is textured for easy escape.</p><ul><li>Nonporous food and water bowls</li><li>Dishwasher safe - easy to clean and disinfect</li><li>Great for reptiles and amphibians</li></ul><p>Repta-Bowl Dish Dimensions:<br>X-Small Repta-Bowl 3"" Wide<br>Small Repta-Bowl 4"" Wide<br>Medium Repta-Bowl 6"" Wide<br>Large Repta-Bowl 9"" Wide<br>X-Large Repta-Bowl 12"" Wide.</p>",Flukers,NEW,1,5.8,5,1.3,1,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk30006__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk30006__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk30006__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk30006__4.jpg",4,,flukers-repta-bowl-reptile-dish,https://www.petwholesaleusa.com/products/flukers-repta-bowl-reptile-dish
FK34130,0,Clearance,0.73,6.49,6.49,,091197341304,34130,91197341304,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Thermometers, Flukers",Flukers Precision Calibrated Thermometer,1 count,1 count Flukers Precision Calibrated Thermometer,"<p>Flukers Precision Calibrated Thermometer provides a highly accurate reading of your reptiles terrarium temperature. This durable, effective tool makes it easy to regulate the environmental temperature range (ETR) of your pets habitat in order to promote health, activity and long life.</p><ul><li>For accurate terrarium readings</li><li>Effectively monitors environmental temperature range</li><li>Helps maintain a healthy habitat for reptiles and amphibians</li><li>Precision Calibrated Thermometer Range: 65&deg;-110&deg;F</li></ul><p>Directions: Place the thermometer on ""warm"" side (basking area) of enclosure for 30 minutes and compare reading with the specific needs of your pet. If the area is too cool, use a higher wattage bulb. If too hot, substitute a lower wattage bulb. After establishing the proper temperature for the ""warm"" side, move the thermometer to the ""cool"" side of the enclosure for 30 minutes and record. Establish an appropriate enclosure. Check the ETR regularly.</p><p>For Reptiles: An appropriate ETR for desert reptiles is typically 85&deg;-95&deg;F, temperate species 75&deg;-90&deg;F and tropical species 80&deg;-90&deg;F. Free movement between the warm and cool sides of their enclosures is essential. Reptiles should experience a minimal night-time drop of 5&deg;-10&deg;F.</p><p>For Amphibians: Most amphibians can be maintained in an ETR of 70&deg;-76&deg;F. They do not tolerate temperatures above 82&deg;F. They should experience a minimal night-time temperature drop of 5&deg;-10&deg;F.</p>",Flukers,NEW,1,4.4,3,0.5,0.1,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk34130__1.jpg,1,,flukers-precision-calibrated-thermometer,https://www.petwholesaleusa.com/products/flukers-precision-calibrated-thermometer
FK38006,0,Clearance,0.05,2.59,2.59,,091197380068,38006,91197380068,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Screen Covers and Clips, Flukers",Flukers Screen Cover Clips Prevents Pet Escapes,2 count,2 count Flukers Screen Cover Clips Prevents Pet Escapes,<p>Flukers Screen Cover Clips firmly secure screen covers to reptile and amphibian terrariums prevent escapes while still allowing you easy access. They install in seconds and are adaptable to any screen cover or terrarium.</p><ul><li>Keeps terrarium screen covers firmly secured</li><li>Prevents pet escapes while allowing you easy access</li><li>Installs in seconds</li><li>Screen Clips recommended up to 29 Gallon Screen Covers</li><li>Installation requires no extra hardware or tools</li></ul>,Flukers,NEW,1,4.5,3,0.5,0.1,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk38006__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk38006__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk38006__3.jpg",3,,flukers-screen-cover-clips-prevents-pet-escapes,https://www.petwholesaleusa.com/products/flukers-screen-cover-clips-prevents-pet-escapes
FK51019,0,,0.05,7.19,7.19,,091197510199,51019,91197510199,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Plants and Vines, Reptile Top Sellers, Flukers",Flukers Bend-A-Branch Terrarium Decoration,Medium - 1 count,Medium - 1 count Flukers Bend-A-Branch Terrarium Decoration,"<p>Flukers Bend-A-Branch terrarium decorations are attractive, realistic artificial vines that make excellent climbing structures for a variety of reptiles and amphibians. They offer more support than a traditional vine and bend easily to fit any enclosure.</p><ul><li>Realistic look and feel with more support than conventional vines</li><li>Bends to fit your pets lifestyle and habitat</li><li>Ideal for a variety of reptiles and amphibians</li><li>Small Bend A Branch: 1/8"" Wide x 6' Long</li><li>Medium Bend A Branch: 3/8"" Wide x 6' Long</li></ul><p>Bend-A-Branches are perfect for most small lizards, chameleons, terrestrial amphibians, and other climbing animals.</p>",Flukers,NEW,1,8,2,7,0.2,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk51019__1.jpg,1,,flukers-bend-a-branch-terrarium-decoration,https://www.petwholesaleusa.com/products/flukers-bend-a-branch-terrarium-decoration
FK51021,0,Clearance,1.25,14.89,14.89,,091197510212,51021,91197510212,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Plants and Vines, Flukers",Flukers Spring Loaded Bamboo Bars for Reptiles,2 count,2 count Flukers Spring Loaded Bamboo Bars for Reptiles,"<p>Flukers Spring Loaded Bamboo Bars feature the look and texture of real bamboo to provide tree-dwelling reptiles with a safe, naturalistic climbing surface. Suction cups on each end pivot to mount just about anywhere in your pets terrarium.</p><ul><li>Looks and feels like real bamboo</li><li>Suction cups pivot to fit almost anywhere</li><li>Great for all climbing reptiles</li><li>Bars extend from 10.5""-15""</li></ul><p>Flukers Bamboo Bars are easy to install, remove and clean. Each bar is spring-loaded and extends to fit a variety of terrarium sizes.</p>",Flukers,NEW,1,3.5,1.75,16.25,0.3,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/fk51021__1.jpg,1,,flukers-spring-loaded-bamboo-bars-for-reptiles,https://www.petwholesaleusa.com/products/flukers-spring-loaded-bamboo-bars-for-reptiles
