Ord,Item,Description,UPC,REF#,Sugg. Retail,Discount %,Net Price US $
,SHIS11-Q,"SHISEIDO/TOKYO MOMENTS 4 PC. SET
ESSENTIAL ENERGY DAY CREAM SPF 20 1.7 OZ
GINZA TOKYO OIL CONTROL BLOTTING PAPER 100 SHEETS
ULTIMUNE POWER INFUSING CONCENTRATE SERUM UNBOXED .33 OZ
 CLARIFYING CLEANSING FOAM UNBOXED 1.8 OZ
$132 VALUE", 777531491590, 49159,64.00,56,28.30
,SHIS24-Q,"SHISEIDO/GINZA TOKYO 3 PC. SET
ULTIMUNE POWER INFUSING CONCENTRATE SERUM 1 OZ 
ULTIMUNE POWER INFUSING EYE CONCENTRATE SERUM .54 OZ
CLARIFYING CLEANSING FOAM UNBOXED .55 OZ
RED CASE", , 90319,135.00,52,65.35
,SHIS25-Q,"SHISEIDO/ 5TH ANNIVERSARY 4 PC. SET
ULTIMUNE POWER INFUSING CONCENTRATE SERUM 1 OZ 
ULTIMUNE POWER INFUSING EYE CONCENTRATE SERUM .54 OZ
CLARIFYING CLEANSING FOAM UNBOXED .55 OZ
 TREATMENT SOFTENER LOTION 2.5 OZ
RED CASE", 147, 741,135.00,52,65.35
,SHIS13-Q,"SHISEIDO/GINZA TOKYO SHINING BRIGHT SKINCARE REGIME 4 PC. SET
WHITE LUCENT ILLUMINATING MICRO SPOT SERUM 1.0 OZ
ULTIMUNE POWER INFUSING CONCENTRATE SERUM UNBOXED 0.33 OZ
WHITE LUCENT BRIGHTENING GEL CREAM .53 OZ UNBOXED
 REVITALIZING TREATMENT SOFTENER 2.5 OZ UNBOXED
$267 VALUE", 777531491569, 49156,175.00,52,83.90
,SHIS16-Q,"SHISEIDO/GINZA TOKYO WRINKLE SMOOTHING 3 PC. SET
CLARIFYING CLEANSING FOAM UNBOXED 1.8 OZ 
TREATMENT SOFTENER 2.5 OZ UNBOXED 
BENEFIANCE WRINKLE SMOOTHING CREAM 1.7 OZ
IN LUCITE CASE
$138 VALUE", 777531903000, 90300,85.00,57,36.60
,SHIS17-Q,"SHISEIDO/GINZA TOKYO SAKURA BRIGHTENING 3 PC. SET
CLARIFYING CLEANSING FOAM 1.8 OZ UNBOXED
 TREATMENT SOFTENER 2.5 OZ UNBOXED
WHITE LUCENT BRIGHTENING GEL CREAM 1.7 OZ
IN LUCITE CASE
$142 VALUE", 777531903079, 90307,88.00,57,37.60
,SHIS23-Q,"SHISEIDO/GINZA TOKYO ILLUMINATE YOUR SKIN 3 PC. SET
ESSENTIAL ENERGY MOISTURIZING CREAM 1.7 OZ UNBOXED 
AURA DEW - FACE,EYES,LIPS (SOLAR)  .16 OZ
ULTIMUNE POWER INFUSING CONCENTRATE SERUM UNBOXED .33 OZ
$127 VALUE", 777531490999, 49099,64.00,51,31.10
,SHFUSO2-Q,"FUTURE SOLUTION LX/SHISEIDO TRAVEL COLLECTION
FUTURE SOLUTION LX EXTRA RICH CLEANSING FOAM UNBOXED 1.8 OZ
FUTURE SOLUTION LX CONCENTRATED BALANCING SOFTENER UNBOXED 2.5 OZ
FUTURE SOLUTION LX TOTAL REGENERATING CREAM 0.50 OZ
FUTURE SOLUTION LX TOTAL PROTECTIVE CREAM SPF 20 UNBOXED 0.53 OZ
 POUCH", 726508000280, 72100028101,150.00,57,64.05
,SHWASO3-Q,"SHISEIDO/WASO GINZA TOKYO ROMANTIC DREAM SKINCARE 3 PC. SET
WASO CLEAR MEGA HYDRATING CREAM 1.8 OZ
WASO GINZA TOKYO RESET CLEANSER ROMANTIC DREAM 2.3 OZ UNBOXED
ULTIMUNE POWER INFUSING CONCENTRATE SERUM 0.16 OZ UNBOXED
$71 VALUE
ORANGE BAG", 777531491538, 49153,48.00,51,23.65
,SHWASO3B-Q,"SHISEIDO/WASO GINZA TOKYO ROMANTIC DREAM SKINCARE 3 PC. SET
 CREAM 1.8 OZ
 CLEANSER 2.3 OZ
 CONCENTRATE SERUM 0.16 OZ
$71 VALUE
CLEAR BAG", , ,48.00,51,23.65
,SHWASO2-Q,"SHISEIDO/WASO GINZA TOKYO WILD GARDEN SKINCARE 3 PC. SET
WASO BEAUTY SLEEPING MASK 2.8 OZ
ASO GINZA TOKYO RESET CLEANSER WILD GARDEN 2.3 OZ UNBOXED
ULTIMUNE POWER INFUSING CONCENTRATE SERUM 0.16 OZ", 777531491552, ,50.00,51,24.55
,SHWASO1-Q,"SHISEIDO/WASO DELICIOUS SKIN BENTO BOX
WASO QUICK GENTLE CLEANSER GEL UNBOXED 1.6 OZ
WASO FRESH JELLY LOTION UNBOXED 1.6 OZ
WASO CLEAR MEGA HYDRATING CREAM UNBOXED 0.56 OZ", 729238142268, ,35.00,40,20.95
,BIAQSOG2-U,"BIOTHERM/AQUASOURCE NIGHT HIGH DENSITY HYDRATING JELLY UNBOXED 0.67 OZ
360° EYE HYDRA-MASSAGER", , L34195,10.00,73,2.75
,CQDRDIG3-V,CLINIQUE/DRAMATICALLY DIFFERENT HYDRATING JELLY 6.7 OZ (200 ML) NO CAP UNBOXED, 192333004951, ,39.00,64,14.20
,CQFRPSR2-U,"CLINIQUE/FRESH PRESSED DAILY BOOSTER WITH PURE VITAMIN C UNBOXED .29 OZ (8.5ML)
BRIGHTEN, EVEN, RETEXTURIZE", 020714804473, ZN9G,22.00,56,9.75
,GSMOL1-U,GOOD SKIN/PERFECT BALANCE MOISTURE LOTION SPF 15 UNBOXED 1.7 OZ, , #H02T,16.00,89,1.70
,H2OOASG1-UQJ,H2O+/OASIS FACE SHINE NEUTRALIZING GEL UNBOXED 0.27 OZ, 764505202450, 20245,5.00,69,1.55
,H2OOASG3-UQJ,H2O+/FACE OASIS HYDRATING TREATMENT UNBOXED 0.27 OZ, , 65500,5.00,69,1.55
,H2OOASMO3-U,H2O+/EYE OASIS MOISTURE REPLENISHING TREATMENT UNBOXED 0.24 OZ, , ,12.00,52,5.75
,KLHYMSG1-U,KLAPP/HYALURONIC MULTIPLE EFFECT SHOWER GEL UNBOXED 6.8 OZ (200 ML), , 2537,40.00,87,5.25
,LNGENIEC4-U,"LANCOME/ADVANCED GÉNIFIQUE YEUX EYE CREAM UNBOXED 0.2 OZ (6 ML)
YOUTH ACTIVATING", , ,45.00,73,12.10
,LNGENISR1-U,LANCOME/GENIFIQUE YOUTH ACTIVATING CONCENTRATE SERUM UNBOXED 1.0 OZ, 3605531665383, 61219700,84.00,54,38.95
,BAMDFOMK1-U,MD FORMULATIONS/VIT-A-PLUS ILLUMINATING MASQUE UNBOXED 6 OZ (180 ML), 098132116850, 33385,18.00,82,3.25
,SHULMUSRCT4-U,SHISEIDO/ULTIMUNE POWER INFUSING CONCENTRATE SERUM UNBOXED .33 OZ (10 ML), , ,40.00,67,13.20
,ANASFO22-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML #590C, 689304360463, ,38.00,40,22.95
,ANASFO26-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 580W, 689304360456, ,38.00,40,22.95
,ANASFO29-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 360C, 689304360081, ,38.00,40,22.95
,ANASFO32-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 332C, 689304360210, ,38.00,40,22.95
,ANASFO41-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 400N, 689304360098, ,38.00,40,22.95
,ANASFO43-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 345C, 689304360043, ,38.00,40,22.95
,ANASFO47-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 540W, 689304360173, ,38.00,40,22.95
,ANASFO52-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 335W, 689304360364, ,38.00,40,22.95
,ANASFO53-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 510W, 689304360272, ,38.00,82,6.75
,ANASFO54-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 370W, 689304360333, ,38.00,80,7.70
,ANASFO57-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 530N, 689304360500, ,38.00,40,22.95
,ANASFO58-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 430N, 689304360449, ,38.00,80,7.70
,ANASFO60-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 550W, 689304360425, ,38.00,80,7.70
,ANASFO62-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 520W, 689304360289, ,38.00,80,7.65
,ANASFO64-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML 355N, 689304360395, ,38.00,40,22.95
,ANASFO65-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION 1 OZ/30ML, 689304360265, ,38.00,82,6.75
,ANASFO74-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION (450C) 1.0 OZ (30 ML), 689304360401, ,38.00,40,22.95
,ANASFO75-Q,ANASTASIA BEVERLY HILLS/LUMINOUS FOUNDATION (470C) 1.0 OZ (30 ML), 689304360494, ,38.00,40,22.95
,ANASLP1,"ANASTASIA BEVERLY HILLS/LOOSE SETTING POWDER (DEEP PEACH) 0.9 OZ
WARM PEACH", 689304250030, ABH10-25003,38.00,57,16.20
,ANASBRP29-Q,ANASTASIA BEVERLY HILLS/BROW DEFINER PENCIL EBONY 0.007 OZ/0.2G, 689304044042, ,23.00,40,13.85
,ANASES14-Q,ANASTASIA BEVERLY HILLS/EYE SHADOW (RED EARTH) 0.06 OZ (1.7 ML), 689304152655, ,12.00,65,4.25
,ANASES33-Q,ANASTASIA BEVERLY HILLS/EYE SHADOW (DRAGONFLY) 0.06 OZ (1.7 ML), 689304152396, ,12.00,39,7.35
,ANASLS18-Q,ANASTASIA BEVERLY HILLS/ LIQUID LIPSTICK AMERICAN DOLL 0.11 OZ (3.2 ML), 689304320115, ,20.00,39,12.20
,ANASLS23-Q,ANASTASIA BEVERLY HILLS/ LIQUID LIPSTICK POET 0.11 OZ (3.2 ML), 689304321198, ,20.00,39,12.20
,ANASLS26-Q,ANASTASIA BEVERLY HILLS/ LIQUID LIPSTICK VERONICA  0.11 OZ (3.2 ML), 689304320467, ,20.00,39,12.20
,ANASLS9-Q,ANASTASIA BEVERLY HILLS/ LIQUID LIPSTICK TRUST ISSUES 0.11 OZ (3.2 ML), 689304320450, ,20.00,39,12.20
,ARMEBRNP1,"ARTMATIC/MEGA BRILLIANCE NAIL POLISH 72 PCS ASSORTED COLORS 0.29 OZ EA (8.5 ML)
INDIVIDUALLY CARDED
UPC: 073911990036", 073911990036, 91789,143.28,99,1.65
,ARMERENP1,"ARTMATIC/MEGA REFLECT NAIL POLISH 72 PCS ASSORTED COLORS .39 OZ EA (11.5 ML)
INDIVIDUALLY CARDED
UPC: 073911990128", 073911990128, NA,143.28,98,2.75
,ARMIFINP1,"ARTMATIC/MIRROR FINISH NAIL POLISH 72 PCS ASSORTED COLORS 0.32 OZ (9.5 ML)
INDIVIDUALLY CARDED
UPC: 073911990081", 073911990081, 1301-99008,143.28,99,1.65
,BAREFO44-Q,"BAREMINERALS/LOOSE POWDER MATTE FOUNDATION NEUTRAL DARK (24) 0.21 OZ 
SPF15", 098132499786, 84258,29.00,84,4.65
,BAREFO50-Q,"BAREMINERALS/LOOSE POWDER MATTE FOUNDATION DEEPEST DEEP (30) 0.21 OZ 
SPF15", 098132236800, 57991,29.00,82,5.25
,BARECPL4-Q,"BAREMINERALS/NORTHERN LIGHTS NUDE GEN NUDE & CHEEK PALETTE 
2 EYESHADOW, 1 BLUSH", 098132537709, 87653,12.00,62,4.60
,BABERECN1-Q,BAREMINERALS/BLEMISH RESCUE SKIN CLEARING SPOT CONCEALER (DEEP 6C) 0.06 OZ, 098132527779, 86658,22.00,79,4.60
,BABERECN4-Q,BAREMINERALS/BLEMISH RESCUE SKIN CLEARING SPOT CONCEALER (DARK/DEEP 5.5 N).06 OZ, 098132527762, ,22.00,67,7.35
,BABERECN6-Q,BAREMINERALS/BLEMISH RESCUE SKIN CLEARING SPOT CONCEALER (TAN/DARK 4.5N) 0.06 OZ, 098132525751, ,22.00,79,4.60
,BABEREFOPW11-Q,BAREMINERALS/BLEMISH RESCUE SKIN CLEARING FOUNDATION (5.5NW NEUTRAL DEEP) .21 OZ, 098132524860, 86402,29.00,67,9.45
,BAREBOH1-Q,BAREMINERALS/BAREPRO GLOW HIGHLIGHTER (WHIMSY) 0.5 OZ (14 ML), 098132550609, ,29.00,66,9.75
,BAREBOH4-Q,BAREMINERALS/BAREPRO GLOW HIGHLIGHTER (FIERCE) 0.5 OZ (14 ML), 098132550654, ,29.00,67,9.45
,BAREBOLS17-Q,BAREMINERALS/BAREPRO LONGWEAR  LIPSTICK (CAMELLIA) 0.07 OZ (2 ML), 098132533121, 99698,20.00,66,6.75
,BAREBOLS2-Q,BAREMINERALS/BAREPRO LONGWEAR  LIPSTICK PETUNIA  0.07 OZ (2 ML), 098132533305, 86984,20.00,77,4.60
,BAREBPFO40-Q,BAREMINERALS/BAREPRO PERFORMANCE WEAR PRESSED PWDR FOUNDATION COCOA 0.34, 098132475445, 81825,31.00,79,6.60
,BAREBSKCN1-Q,"BAREMINERALS/BARESKIN COMPLETE COVERAGE SERUM CONCEALER DARK TO DEEP 0.2 OZ 
BROWN", 098132442157, 78498,22.00,62,8.45
,BARECRFO12-Q,"BAREMINERALS/COMPLEXION RESCUE HYDRATING FOUNDATION STICK (SIENNA 10) 0.35 OZ 
SPF 25", 098132543182, ,33.00,68,10.65
,BARECRFO14-Q,"BAREMINERALS/COMPLEXION RESCUE HYDRATING FOUNDATION STICK (MAHOGANY 11.5) .35 OZ
SPF 25", 098132543212, ,33.00,68,10.65
,BARECRFO1B-Q,"BAREMINERALS/COMPLEXION RESCUE HYDRATING FOUNDATION STICK (CEDAR 11) 0.35 OZ 
SPF 25", 098132543205, 87945,33.00,68,10.65
,BAREDEFO7B-Q,BAREMINERALS/DELUXE COLLECTOR'S EDITION ORIGINAL FOUNDATION (GOLDEN DARK) .6 OZ, 098132570348, ,46.00,92,3.65
,BAREGCES2-Q,BAREMINERALS/GEN NUDE METALLIC LIQUID EYE SHADOW (FIRE AGATE) 0.11 OZ (3.3 ML), 098132555536, BE91179,22.00,78,4.75
,BAREGPLS11-Q,"BAREMINERALS/GEN NUDE PATENT LIP LACQUER PERF 0.12 OZ (3.5 ML)
HIGH SHINE LIQUID LIPSTICK
RICH CHESTNUT", 098132518937, ,19.00,74,5.00
,BAREGPLS13-Q,"BAREMINERALS/GEN NUDE PATENT LIP LACQUER WERK 0.12 OZ (3.5 ML)
HIGH SHINE LIQUID LIPSTICK
RICH RAISIN", 098132518807, ,19.00,66,6.45
,BAREGPLS19-Q,BAREMINERALS/GEN NUDE PATENT LIP LACQUER BLUSH SAPPHIRE 0.12 OZ (3.7 ML), 098132553341, ,19.00,81,3.70
,BAREGPLS20-Q,BAREMINERALS/GEN NUDE PATENT LIP LACQUER CHOCOLATE DIAMOND 0.12 OZ (3.7 ML), 098132553501, ,19.00,86,2.65
,BAREGPLS21-Q,BAREMINERALS/GEN NUDE PATENT LIP LACQUER ROSE QUARTZ 0.12 OZ (3.7 ML), 098132553389, ,19.00,83,3.25
,BAREGPLS24-Q,BAREMINERALS/GEN NUDE PATENT LIP LACQUER RUBELLITE 0.12 OZ (3.7 ML), 098132553402, ,19.00,88,2.35
,BAREGPLS25-Q,BAREMINERALS/GEN NUDE PATENT LIP LACQUER AMBER 0.12 OZ (3.7 ML), 098132553464, ,19.00,83,3.25
,BAREGPLS26-Q,BAREMINERALS/GEN NUDE PATENT LIP LACQUER BRONZITE 0.12 OZ (3.7 ML), 098132553525, ,19.00,81,3.65
,BAREGPLS27-Q,BAREMINERALS/GEN NUDE PATENT LIP LACQUER DREAM QUARTZ 0.12 OZ (3.7 ML), 098132553440, ,19.00,87,2.55
,BAREGPLS6-Q,"BAREMINERALS/GEN NUDE PATENTLIP LACQUER SAVAGE 0.12 OZ (3.5 ML)
HIGH SHINE LIQUID LIPSTICK
INTENSE COCOA BROWN", 098132518944, ,19.00,83,3.20
,BARESMLS10-Q,BAREMINERALS/STATEMENT MATTE JUICY LIPSTICK LIQUID 0.13 OZ (4 ML), 098132486151, ,19.00,61,7.40
,BARESMLS4-Q,BAREMINERALS/STATEMENT MATTE FIRE LIPSTICK LIQUID 0.13 OZ (4 ML), 098132486144, ,19.00,76,4.65
,BARESMLS5-Q,BAREMINERALS/STATEMENT MATTE VIP LIPSTICK LIQUID 0.13 OZ (4 ML), 098132486137, 82893,19.00,78,4.15
,BARESMLS8-Q,BAREMINERALS/STATEMENT MATTE FRESH LIPSTICK LIQUID 0.13 OZ (4 ML), 098132486175, ,19.00,78,4.25
,BARESMLS9-Q,BAREMINERALS/STATEMENT MATTE SHAMELESS LIPSTICK LIQUID 0.13 OZ (4 ML), 098132486182, ,19.00,74,5.00
,BARESULL1-Q,BAREMINERALS/STATEMENT UNDER OVER 100% RED LIP LINER 0.05 OZ (1.5 ML), 098132486564, ,16.00,65,5.55
,BARESULL2-Q,BAREMINERALS/STATEMENT UNDER OVER WIRED LIP LINER 0.05 OZ (1.5 ML), 098132486571, ,16.00,86,2.25
,BARESULL3-Q,BAREMINERALS/STATEMENT UNDER OVER (GENIUS) LIP LINER 0.05 OZ (1.5 ML), 098132486588, 82938,16.00,71,4.70
,BARESULL5-Q,BAREMINERALS/STATEMENT UNDER OVER KISS-A-THON LIP LINER 0.05 OZ (1.5 ML), 098132486601, ,16.00,77,3.65
,BARESXLS4-Q,BAREMINERALS/STATEMENT LUXE-SHINE FLASH LIPSTICK 0.12 OZ (3.5 ML), 098132485963, 82876,20.00,61,7.75
,BBRETOCN2-Q,BOBBI BROWN/RETOUCHING MEDIUM TO DARK CONCEALER 0.10 OZ (3 ML), 716170170466, EFML-06,42.00,79,8.75
,BBSKFO3-Q,BOBBI BROWN/SKIN FOUNDATION STICK (6.75) GOLDEN ALMOND 0.31 OZ (9 ML), 716170129952, EA6C-27,49.00,51,23.95
,BOUROEDLG2,BOURJOIS PARIS/ROUGE EDITION AQUA LAQUE LIP GLOSS 08- BABE IDOLE 0.2 OZ (7 ML), 3052503264806, 264806,17.99,91,1.55
,BOUROEDLG3,BOURJOIS PARIS/ROUGE EDITION AQUA LAQUE LIP GLOSS 03 BRUN'CROYABLE 0.2 OZ (7 ML), 3052503264301, 264301,17.99,90,1.85
,BUXOCS1,"BUXOM/CUSTOMIZABLE EYESHADOW PALETTE
ADD IN YOUR OWN EYESHADOWS", 098132407262, 44692,40.00,93,2.70
,BUXOCS1-Q,"BUXOM/CUSTOMIZABLE EYESHADOW PALETTE
ADD IN YOUR OWN EYESHADOWS", 098132407262, 44692,40.00,92,3.25
,BUXOCPL7,BUXOM/XTROVERT EYESHADOW PALETTE, 194249000386, ,39.00,56,17.30
,BUXOCPL7-Q,BUXOM/XTROVERT EYESHADOW PALETTE, 194249000386, ,39.00,67,12.90
,BUXOCPL8-Q,BUXOM/BUXOM X ASH K HOLM EYESHADOW PALETTE, 194249002403, ,39.00,78,8.65
,BUXOCS2-Q,"BUXOM/ EMPTY EYE SHADOW  CUSTOMIZABLE BAR PALETTE 1.0 OZ (1 ML)
6 SHADE BAR COMPACT", 098132407262, ,13.00,83,2.25
,BUXOES10-Q,"BUXOM/EYESHADOW BAR SINGLE (LBD) .05 OZ (1.4 ML)
MATTE BLACK", 098132418848, ,12.00,73,3.25
,BUXOES15-Q,BUXOM/EYESHADOW BAR SINGLE (IT CROWD) .05 OZ (1.4 ML), 098132421121, ,12.00,78,2.65
,BUXOES17-Q,BUXOM/EYESHADOW BAR SINGLE (SPOILED SEXY) .05 OZ (1.4 ML), 098132418879, ,12.00,78,2.65
,BUXOES19-Q,BUXOM/EYESHADOW BAR SINGLE (BRONZED BOD) .05 OZ (1.4 ML), 098132475896, 81870,12.00,78,2.65
,BUXOES2-Q,"BUXOM BACKSTAGE PASS EYE SHADOW 0.05 OZ (1.4 ML)
SHIMMERING LAPIS", 098132418985, ,12.00,78,2.65
,BUXOES21-Q,BUXOM/EYESHADOW BAR SINGLE (SCHMOOZE) .05 OZ (1.4 ML), 098132421145, 76397,12.00,78,2.65
,BUXOES22-Q,BUXOM/EYESHADOW BAR SINGLE (VIP) .05 OZ (1.4 ML), 098132418923, 76175,18.00,85,2.65
,BUXOES26-Q,BUXOM/EYESHADOW BAR SINGLE (STYLE ICON) .05 OZ (1.4 ML), 098132418770, 76160,18.00,66,6.15
,BUXOES27-Q,BUXOM/EYESHADOW BAR SINGLE (24KT STILETTOS) .05 OZ (1.4 ML), 098132419005, 76183,18.00,66,6.15
,BUXOLS73-Q,BUXOM TRUE NUDE LIP FOUNDATION (AU NATUREL) 0.03 OZ (1.1 ML), 098132344611, 68757,20.00,66,6.75
,BUXOLS75-Q,BUXOM TRUE NUDE LIP FOUNDATION (NAKED) 0.03 OZ (1.1 ML), 098132344642, 68760,20.00,66,6.75
,BUXOLS40-Q,BUXOM/SHIMMER SHOCK LIPSTICK (UNCONTROLLABLE) 0.07 OZ (2.1 ML), 098132465156, ,21.00,66,7.05
,BUXOLS51-Q,BUXOM/SHIMMER SHOCK LIPSTICK (AFTERSHOCK) 0.07 OZ (2.1 ML), 098132465125, 80793,22.00,67,7.35
,BUXOLS53-Q,BUXOM/SHIMMER SHOCK LIPSTICK (DYNAMITE) 0.07 OZ (2.1 ML), 098132465163, 80797,22.00,67,7.35
,BUXOLS54-Q,BUXOM/SHIMMER SHOCK LIPSTICK (FIREBALL) 0.07 OZ (2.1 ML), 098132465170, 80798,22.00,67,7.35
,BUXOLSG14-Q,"BUXOM/BIG & SEXY BOLD GEL LIPSTICK (COOL CONFESSION) 0.09 OZ (2.8 ml)
SATIN", 098132429660, ,22.00,66,7.57
,BUXOLSG31-Q,"BUXOM/BIG & SEXY BOLD GEL LIPSTICK (BURNING DESIRE) 0.09 OZ (2.8 ml)
MATTE", 098132429653, ,22.00,67,7.35
,BUXOLSG33-Q,"BUXOM/BIG & SEXY BOLD GEL LIPSTICK (DEFIANT BLOOM) 0.09 OZ (2.8 ml)
MATTE", 098132429585, ,22.00,67,7.35
,BUXOLSG7-Q,BUXOM/BIG & SEXY BOLD GEL LIPSTICK (WILDFIRE) 0.09 OZ (2.8 ML), 098132429493, ,22.00,67,7.35
,BUXOLS50-Q,"BUXOM/FULL FORCE PLUMPING LIPSTICK (MAKE OUT) 0.12 OZ (3.5 ML) 
SOFT NUDE", 098132546442, 90269,22.00,67,7.35
,BUXOLS18-Q,BUXOM/VA-VA PLUMP SHINY LIQUID LIPSTICK PIN UP PLUM 0.11 OZ (3.5 ML), 098132521074, 86042,20.00,76,4.75
,BUXOLS20-Q,BUXOM/VA-VA PLUMP SHINY LIQUID LIPSTICK BOLDLY GIO 0.11 OZ (3.5 ML), 098132521128, 86047,20.00,66,6.75
,BUXOLS11-Q,"BUXOM/WILDLY WHIPPED LIGHTWEIGHT LIPSTICK (WANDRESS) .16 OZ (5 ML) 
ROSE", 098132453443, 79625,21.00,66,7.05
,BUXOLS2-Q,"BUXOM/WILDLY WHIPPED LIGHTWEIGHT LIPSTICK (FLAUNTER) .16 OZ (5 ML)
ORANGE CORAL", 098132453498, 79630,21.00,77,4.75
,BUXOLS3-Q,"BUXOM/WILDLY WHIPPED LIGHTWEIGHT LIPSTICK (DOMINATRIX) .16 OZ (5 ML) 
FIREY RED", 098132453467, 79627,21.00,74,5.45
,BUXOLS36-Q,"BUXOM/WILDLY WHIPPED LIGHTWEIGHT LIPSTICK (EXHIBITIONIST) .16 OZ (5 ML)
LIP PLUMPER", 098132453405, 79621,21.00,83,3.55
,BUXOLS4-Q,BUXOM/WILDLY WHIPPED LIGHTWEIGHT LIPSTICK (CRIMINAL) .16 OZ (5 ML), 098132453481, 79629,21.00,66,7.05
,BUXOLS5-Q,BUXOM/WILDLY WHIPPED LIGHTWEIGHT LIPSTICK (LOVER) .16 OZ (5 ML), 098132453429, 79623,21.00,77,4.75
,BUXOLS6-Q,"BUXOM/WILDLY WHIPPED LIGHTWEIGHT LIPSTICK (DEVIOUS DOLLY) .16 OZ (5 ML)
MUAVE", 098132459520, 80233,22.00,74,5.75
,BUXOLS7-Q,"BUXOM/WILDLY WHIPPED LIGHTWEIGHT LIPSTICK (SWINGER) .16 OZ (5 ML)
MAGENTA", 098132453450, 79626,21.00,66,7.05
,BUXOPWLS2-Q,BUXOM/PILLOW POUT CREAMY PLUMPING LIP POWDER( SPOIL ME) 0.03 OZ (1 ML), 098132551552, 90760,22.00,67,7.35
,BUXOPWLS6-Q,BUXOM/PILLOW POUT CREAMY PLUMPING LIP POWDER(TURN ME ON) 0.03 OZ (1 ML), 098132551576, 90762,22.00,67,7.35
,DIORLS110-A,"CH.DIOR/ROUGE DIOR COUTURE COLOUR LIPSTICK (720 ICONE) VELVET  0.12 OZ 
REFILLABLE", 3348901658454, C035600720,49.00,39,30.05
,DIORLS111-A,"CH.DIOR/ROUGE DIOR COUTURE COLOUR LIPSTICK (772 CLASSIC ROSEWOOD) VELVET 0.12 OZ
REFILLABLE", 3348901658485, C035600772,49.00,39,30.05
,DIADDLB11,"CH.DIOR/ADDICT LIP SUGAR SCRUB (001 SHEER PINK) 0.12 OZ
EXFOLIATING LIP BALM", 3348901334952, F002888001,40.00,28,28.80
,DIDIOFBZ1,CH.DIOR/DIOR FOREVER NATURAL BRONZE BRONZING POWDER (002 LIGHT BRONZE), 3348901550819, C021600002,55.00,37,34.60
,DIDIOFFO11-Q,"CH.DIOR/DIOR FOREVER MATTE FOUNDATION SPF 35 (7,5N) 1.0 OZ 
VERY DEEP SKIN
NEUTRAL UNDERTONES", 3348901438087, C006350075,57.00,56,24.85
,DIDIOFFO13-Q,"CH.DIOR/DIOR FOREVER MATTE FOUNDATION SPF 35 (9N) 1.0 OZ 
DEEPEST SKIN
NEUTRAL UNDERTONES", 3348901438124, C006350090,57.00,56,24.85
,DIDIOFFO17-Q,"CH.DIOR/DIOR FOREVER SKIN GLOW FOUNDATION SPF 35 (8N) 1.0 OZ 
VERY DEEP SKIN
NEURAL UNDERTONES", 3348901454797, C007150080,57.00,56,24.85
,DIDIOFFO8-Q,"CH.DIOR/DIOR FOREVER MATTE FOUNDATION SPF 35 (3W) 1.0 OZ 
LIGHT MEDIUM SKIN 
WARM YELLOW UNDERTONES", 3348901438162, C006350031,57.00,56,24.85
,DIDIOFHPW2,CH.DIOR/DIOR FOREVER COUTURE LUMINIZER HIGHLIGHT POWDER (03 PEARLESCENT GLOW), 3348901566803, C022800003,50.00,31,34.60
,DIDSFRFOPW11,CH.DIOR/DIOR FOREVER NATURAL VELVET TRANSFER-PROOF COMPACT FOUNDATION (1.5N), 3348901608893, C029300015,60.00,28,42.95
,DIDSFRFOPW12,CH.DIOR/DIOR FOREVER NATURAL VELVET TRANSFER-PROOF COMPACT FOUNDATION (2N), 3348901607612, C029300020,60.00,28,42.95
,DIDSFRFOPW13,CH.DIOR/DIOR FOREVER NATURAL VELVET TRANSFER-PROOF COMPACT FOUNDATION (1N), 3348901608862, C029300010,60.00,31,41.45
,DIDSFRFOPW14,CH.DIOR/DIOR FOREVER NATURAL VELVET TRANSFER-PROOF COMPACT FOUNDATION (2.5N), 3348901608923, C029300025,60.00,31,41.45
